chemsep_index;component_name;cas_number;formula_chemsep;correlation_name;correlation_key;property_unit;eqno;A;B;C;D;E;Tmin_K;Tmax_K
1303;N-propyl formate;110-74-7;HCOOCH2CH2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;661.08;0.99232;5844900000;-90597000000;;180.25;1000
1303;N-propyl formate;110-74-7;HCOOCH2CH2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;6.0899e-07;0.58607;368.57;-171.06;;180.25;1000
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Antoine (Pa);antoine;Pa;10;20.949;2807;-42.818;;;322.03;477.23
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;41838790;-0.0306824;1.010385;-0.640892;-0.0194755;159.95;516.78
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;69258;-718.05;12.587;-9.0812e-05;1.349e-08;200;1500
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;18723;294.36;-0.1308;1.9418e-05;;200;1500
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;104970;204.83;8.2793;0.0048108;2.0317e-06;159.95;440
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.98491;0.2613;536.61;0.28105;;159.95;536.6
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.061115;3.3836;-1.3478;-0.00049487;-1.6211e-06;159.95;340.87
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-10.1129;473.0002;-0.3609;1.1977e-06;2;159.95;393
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Relative static permittivity (_);relative_static_permittivity;_;120;-5.047;-2970;-17.82;;;270;440
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.16509;-214.88;-18.784;-1765.2;1192.4;266.5;1599
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-15951;1376.4;-8.0131;0.022215;8.4808e-07;18.62;136.69
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Solid density (kmol/m3);solid_density;kmol/m3;2;16.174;-0.011629;0;0;0;63.98;159.95
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Surface tension (N/m);surface_tension;N/m;16;-0.0074449;194.68;-5.0277;0.0075386;-1.5012e-05;159.95;516.78
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Vapour pressure (Pa);vapour_pressure;Pa;101;81.44938;-6196.556;-9.018418;7.3391e-06;2;159.95;536.6
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;0.0088953;0.51444;2337.9;345110;;160;1000
1803;N-propyl mercaptan;107-03-9;CH3CH2CH2SH;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;2.0609e-07;0.72623;217.41;-10810;;159.95;1000
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Antoine (Pa);antoine;Pa;10;21.146;3610.6;-57.056;;;383.15;564.96
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;71312000;1.0445;-0.61076;-0.59569;0.63332;173.55;639.84
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;82370;-622.6;13.289;-0.00014307;2.6658e-08;150;1500
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;39569;199.18;0.98601;-0.0014461;5.8733e-07;50;1000
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;44429;65.841;10.897;0.0032658;-5.4402e-07;173.55;432.39
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.56872;0.25108;638.35;0.29337;;173.15;638.35
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.081391;2.87;-1.3455;-0.00061835;-5.1664e-07;173.55;583.15
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.10394;1184;0.61045;8.0442e-07;2;200;510.68
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Relative static permittivity (_);relative_static_permittivity;_;120;-1.796538;-1200;-7.2;;;274.15;444.15
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.27002;-373.98;-70.824;-57233;135160;319;1914.9
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-18982;1868.5;-13.446;0.053298;-6.4273e-05;15.78;173.59
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;10.129;-0.0065012;;;;69.42;173.55
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Surface tension (N/m);surface_tension;N/m;16;-0.010179;31.565;-3.0234;0.00013909;-4.2396e-06;173.55;638.35
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;90.904;-8254.5;-10.105;5.5769e-06;2;173.55;638.35
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;0.025018;0.26728;100.66;971170;;173.55;1000
509;N-propylbenzene;103-65-1;(C6H5)CH2CH2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;4.6834e-07;0.55936;217.09;10253;;173.55;1000
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Antoine (Pa);antoine;Pa;10;20.417;3136.4;-77.095;;;383.78;566.38
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;68086000;1.2548;-2.1193;2.1809;-0.84474;178.25;639.15
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;123230;-835.51;14.003;-0.00055451;1.5912e-07;200;1500
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-62027.8;982.0266;-0.560028;0.000114244;;200;1200
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;47569;39.903;11.009;0.0038436;-1.2583e-06;178.25;429.9
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.55532;0.26594;639.15;0.29886;;178.25;639.15
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.049742;3.3035;-1.5814;-0.00048571;-1.015e-06;178.25;429.9
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.07766;1102;1.0133;3.1666e-06;2;248.15;429.9
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.27598;-333.23;-82.257;-29470;49574;319;1754
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-17515;1789.5;-10.949;0.037847;-2.2183e-05;20.44;166.83
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;8.8087;-0.005494;;;;71.3;178.25
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Surface tension (N/m);surface_tension;N/m;16;-0.011029;31.201;-3.1062;0.00016942;-3.854e-06;178.25;639.15
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;82.958;-7871.7;-8.8759;3.7842e-06;2;178.25;639.15
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;1.205e-06;1.6222;-42.945;15739;;178.25;1000
149;N-propylcyclohexane;1678-92-8;(C6H11)CH2CH2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;1.0206e-06;0.44533;352.16;7219.8;;178.25;1000
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Antoine (Pa);antoine;Pa;10;20.961;3302.2;-54.096;;;358.15;526.5
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;70881040;1.477689;-1.919309;1.219865;-0.332624;155.81;572.83
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;82387;-676.01;13.514;-0.00019546;4.9854e-08;200;1500
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-64605.14;897.217;-0.586513;0.000162009;;200;1200
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;121270;281.76;6.7151;0.017545;-1.6082e-05;155.81;404.11
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.63061;0.26934;596;0.28169;;155.81;572.83
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.033741;2.5308;-1.6237;-0.00058186;-1.3118e-06;155.81;404.11
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.00664;1002.999;1.7512;2.3108e-07;2;200;404.11
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.2479;-262.92;-60.711;-16273;25758;298;1500
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-21119;1855.5;-9.5485;0.012148;6.5366e-05;20.68;155.81
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;9.906;-0.0070521;;;;62.32;155.81
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Surface tension (N/m);surface_tension;N/m;16;-0.014846;15.619;-2.8681;-0.00048241;-3.1204e-06;155.81;572.83
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;95.39512;-7846.538;-10.93845;7.332031e-06;2;155.81;596
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;9.8309e-05;1.0636;611.41;33175;;155.81;1000
114;N-propylcyclopentane;2040-96-2;(C5H9)CH2CH2CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;2.8167e-06;0.32978;562.31;4948.1;;155.81;1000
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Antoine (Pa);antoine;Pa;10;21.919;5413.7;-142.61;;;487.25;728.17
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;154620000;0.24892;1.8808;-2.829;1.1319;323.75;804
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;318880;-569.39;14.249;0.00012213;-4.6983e-08;273;1500
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-18646;2279.4;-1.2759;0.0002759;;300;1500
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;397960;-97.814;12.108;0.0038156;-2.2229e-06;323.75;664.45
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.013821;0.07087;810;0.13885;;273.15;804
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.046069;-245.01;-0.62562;-0.0019192;-2.3135e-06;323.15;683.15
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-13.29937;2651;8.0272;-5.9771e-06;2;323.75;804
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.66108;-157.86;-1201.7;-2514500;5035800;402;1500
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-127900;6840.6;-42.334;0.13573;-0.00013432;80;290
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;2.705;-4.6396e-05;0;0;0;0;323.75
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Surface tension (N/m);surface_tension;N/m;16;-0.087025;-29.702;-1.7009;-0.0013432;5.7868e-07;323.75;804
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;118.4643;-17014.83;-12.51446;1.109888e-07;2;323.75;804
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;-232.02;1.063;-5652900000;-84042000000;;323.75;1000
77;N-tetracosane;646-31-1;CH3(CH2)22CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;2.9788e-07;0.59708;514.64;49388;;323.75;1000
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Antoine (Pa);antoine;Pa;10;21.35;4247.1;-94.486;;;419.9;605.84
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;121637100;1.28014;-0.352636;-1.241735;0.826459;279.01;693
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;204940;-657.01;13.943;-0.00013248;4.0902e-08;200;1500
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;152780;54.751;2.6862;-0.0035472;1.3794e-06;200;1000
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;84257;110.32;11.507;0.0033723;-1.1739e-06;279.01;526.73
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.26297;0.23695;693;0.26861;;279.01;693
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.039135;-208.63;-0.066493;-0.005844;2.1711e-06;279.01;526.73
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.77811;1661;11.25434;-1.11579e-05;2;277.65;693
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.3799;-326.59;-350.35;-74172;-110230;346.5;1913
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-49970;3309.6;-15.927;0.037566;-1.4829e-05;29.98;279.02
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;4.6071;-1.9678e-17;;;;0;9.5
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Surface tension (N/m);surface_tension;N/m;16;-0.0044248;172.78;-4.4693;0.0037172;-7.9542e-06;279.01;693
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;141.7696;-13265.67;-17.07041;6.905252e-06;2;279.01;693
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;-122.4;0.86814;-550210000;-21347000000;;279.01;1000
66;N-tetradecane;629-59-4;CH3(CH2)12CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;3.4874e-09;1.2039;-69.467;11809;;273.15;1000
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Antoine (Pa);antoine;Pa;10;21.773;5247.8;-140.8;;;493.15;720.94
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;164340000;1.0068;-0.55169;0.31454;-0.3244;320.65;796
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;304710;-567.01;14.201;0.00012862;-4.8999e-08;273;1500
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-17575;2183.7;-1.2207;0.00026363;;300;1500
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;-58655;-99.845;13.754;0.00030768;3.7705e-07;320.65;750
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.048866;0.12922;818.25;0.20531;;273.15;770.98
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;-0.18218;0.19147;-0.94906;-0.00035642;-3.5025e-07;320.65;653.35
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-13.13019;2552.001;-0.47088;1.0446e-06;2;320.65;716.4
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.80211;-472.21;-1000;-2157000;4225100;398;1500
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;102;6630;0.79267;0;0;;50;320.65
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Solid density (kmol/m3);solid_density;kmol/m3;100;3.0671;-0.0011957;0;0;0;128.26;320.65
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Surface tension (N/m);surface_tension;N/m;16;-0.03252;-86.948;-1.7797;-0.0026525;9.2007e-07;320.65;796
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;-22.08031;-9534.111;8.274049;-1.25255e-05;2;320.65;796
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;-232.83;1.0566;-5274700000;-98604000000;;320.65;1000
76;N-tricosane;638-67-5;CH3(CH2)21CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;2.8518e-07;0.61933;704.01;6598.3;;320.65;1000
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Antoine (Pa);antoine;Pa;10;21.322;4115.8;-88;;;410.76;605.76
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;97328220;0.667983;0.462399;-1.329972;0.649193;267.76;675
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;191240;-657.52;13.861;-0.00011498;3.3409e-08;200;1500
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;100;154200;-63.489;2.8771;-0.0038228;1.5389e-06;200;1000
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;37167;123.48;11.52;0.0033147;-1.1194e-06;267.76;508.62
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.29787;0.24164;675;0.29254;;267.76;675
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.037294;-193.16;-0.1108;-0.0058295;2.2551e-06;267.76;508.62
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.64682;1562;10.81921;-1.1395e-05;2;267.67;675
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Relative static permittivity (_);relative_static_permittivity;_;-1;;;;;;;
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.34822;-309.7;-296.34;-20030;-158270;337.5;1858
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-30593;2351.8;-3.2425;-0.035182;0.00013219;20;255
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;5.0333;-0.00042229;;;;0;267.76
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Surface tension (N/m);surface_tension;N/m;16;-0.090941;-41.14;-1.5711;-0.0017455;8.9906e-07;267.76;675
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Vapour pressure (Pa);vapour_pressure;Pa;101;143.3256;-12766.72;-17.45421;7.99709e-06;2;267.76;675
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Vapour thermal conductivity (W/m/K);vapour_thermal_conductivity;W/m/K;102;5.0471e-06;1.4806;553.99;7554.4;;267.76;1000
65;N-tridecane;629-50-5;CH3(CH2)11CH3;Vapour viscosity (Pa.s);vapour_viscosity;Pa.s;102;3.0146e-08;0.91936;136.12;2279.8;;267.76;1000
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Antoine (Pa);antoine;Pa;10;21.005;3654.7;-83.504;;;384.11;556.59
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Heat of vaporization (J/kmol);heat_vaporization;J/kmol;106;89735000;0.81788;0.31647;-1.4781;0.80673;247.57;639
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Ideal gas heat capacity (J/kmol/K);ideal_gas_cp;J/kmol/K;16;177700;-730.83;13.81;-0.00021088;5.7776e-08;200;1500
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Ideal gas heat capacity (RPP) (J/kmol/K);ideal_gas_cp_rpp;J/kmol/K;4;-11238.22;1067.841;-0.600948;0.000132394;;200;1500
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Liquid heat capacity (J/kmol/K);liquid_cp;J/kmol/K;16;208030;521.1;6.1551;0.017086;-1.3175e-05;247.57;433.42
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Liquid density (kmol/m3);liquid_density;kmol/m3;105;0.36785;0.24938;639;0.28395;;247.57;639
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Liquid thermal conductivity (W/m/K);liquid_thermal_conductivity;W/m/K;16;0.015185;-212.29;-0.044539;-0.0049614;1.3629e-06;247.57;469.08
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Liquid viscosity (Pa.s);liquid_viscosity;Pa.s;101;-11.41316;1364;12.698;-1.5556e-05;2;247.57;639
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Liquid viscosity (RPS) (Pa.s);liquid_viscosity_rps;Pa.s;27;0;0;0;0;0;0;0
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Relative static permittivity (_);relative_static_permittivity;_;120;-1.4825;-1000;-6;;;274.15;444.15
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Second virial coefficient (m3/kmol);second_virial;m3/kmol;104;0.60629;-760.54;-75.703;-307370;805010;319;1500
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Solid heat capacity (J/kmol/K);solid_cp;J/kmol/K;100;-39053;2684.8;-12.418;0.023835;1.2675e-05;28.87;214.07
63;N-undecane;1120-21-4;CH3(CH2)9CH3;Solid density (kmol/m3);solid_density;kmol/m3;2;6.2757;-0.0028242;;;;99.03;247.57
